"timesteps","Variabilidade - _step","Variabilidade - _step__MIN","Variabilidade - _step__MAX","Variabilidade - mean_reward_test","Variabilidade - mean_reward_test__MIN","Variabilidade - mean_reward_test__MAX","Sustentabilidade - _step","Sustentabilidade - _step__MIN","Sustentabilidade - _step__MAX","Sustentabilidade - mean_reward_test","Sustentabilidade - mean_reward_test__MIN","Sustentabilidade - mean_reward_test__MAX","Lucro - _step","Lucro - _step__MIN","Lucro - _step__MAX","Lucro - mean_reward_test","Lucro - mean_reward_test__MIN","Lucro - mean_reward_test__MAX"
"406016","818443.5","818433","818448","400.51650075","400.51650075","400.51650075","818443.5","818433","818448","199.22192249999992","199.22192249999992","199.22192249999992","818443.5","818433","818448","448.3688561499999","448.36885614999994","448.36885614999994"
"409344","825151.5","825141","825156","408.94365659000005","408.94365659000005","408.94365659000005","825151.5","825141","825156","202.33442708","202.33442707999998","202.33442707999998","825151.5","825141","825156","440.9854145500002","440.9854145500001","440.9854145500001"
"412672","831860.5","831850","831865","361.28174216000014","361.2817421600001","361.2817421600001","831860.5","831850","831865","205.00949934000002","205.00949934","205.00949934","831860.5","831850","831865","438.24638522","438.24638522000004","438.24638522000004"
"416000","838569.5","838559","838574","390.29052456","390.29052456","390.29052456","838569.5","838559","838574","230.32498269","230.32498268999998","230.32498268999998","838569.5","838559","838574","431.99078951999996","431.99078951999996","431.99078951999996"
"419328","845277.5","845267","845282","404.71086234","404.71086234","404.71086234","845277.5","845267","845282","208.68115506","208.68115505999998","208.68115505999998","845277.5","845267","845282","408.27541561999993","408.27541562","408.27541562"
"422656","851986.5","851976","851991","428.30366232","428.30366232","428.30366232","851986.5","851976","851991","207.25030357999998","207.25030357999995","207.25030357999995","851986.5","851976","851991","387.64919985","387.64919984999995","387.64919984999995"
"425984","858694.5","858684","858699","424.8646338200001","424.8646338200001","424.8646338200001","858694.5","858684","858699","200.52937522","200.52937521999996","200.52937521999996","858694.5","858684","858699","387.62068146000007","387.62068146000007","387.62068146000007"
"429312","865403.5","865393","865408","444.50148576999993","444.50148577000004","444.50148577000004","865403.5","865393","865408","222.01456636000006","222.01456636000003","222.01456636000003","865403.5","865393","865408","400.49380974999997","400.49380975","400.49380975"
"432640","872112.5","872102","872117","421.61671698","421.6167169799999","421.6167169799999","872112.5","872102","872117","210.51834612","210.51834612000002","210.51834612000002","872112.5","872102","872117","406.66933528000004","406.66933528000004","406.66933528000004"
"435968","878820.5","878810","878825","403.9148839300001","403.9148839300001","403.9148839300001","878820.5","878810","878825","213.56622536999998","213.56622536999998","213.56622536999998","878820.5","878810","878825","406.30098580999993","406.30098580999993","406.30098580999993"
"439296","885529.5","885519","885534","395.37538705000003","395.3753870500001","395.3753870500001","885529.5","885519","885534","223.01101225000002","223.01101225000002","223.01101225000002","885529.5","885519","885534","409.11282109999996","409.1128210999999","409.1128210999999"
"442624","892237.5","892227","892242","404.6775022299999","404.67750222999996","404.67750222999996","892237.5","892227","892242","236.76984324999995","236.76984324999998","236.76984324999998","892237.5","892227","892242","402.97716790000004","402.97716790000004","402.97716790000004"
"445952","898946.5","898936","898951","408.0540492","408.0540492","408.0540492","898946.5","898936","898951","235.19729205","235.19729205","235.19729205","898946.5","898936","898951","407.19223302","407.19223302","407.19223302"
"449280","905655.5","905645","905660","397.7103106","397.7103106","397.7103106","905655.5","905645","905660","220.99623083999998","220.99623083999998","220.99623083999998","905655.5","905645","905660","410.43407311999994","410.43407311999994","410.43407311999994"
"452608","912363.5","912353","912368","398.39853311000013","398.3985331100001","398.3985331100001","912363.5","912353","912368","213.74838219","213.74838219","213.74838219","912363.5","912353","912368","428.62950383","428.62950383","428.62950383"
"455936","919072.5","919062","919077","411.95988208000006","411.95988207999994","411.95988207999994","919072.5","919062","919077","191.29446312000002","191.29446312","191.29446312","919072.5","919062","919077","409.8827902500001","409.88279025","409.88279025"
"459264","925781.5","925771","925786","415.9703289199998","415.97032891999993","415.97032891999993","925781.5","925771","925786","198.96261619999999","198.9626162","198.9626162","925781.5","925771","925786","397.2445413199999","397.24454131999994","397.24454131999994"
"462592","932489.5","932479","932494","410.84130818999995","410.84130819","410.84130819","932489.5","932479","932494","202.85124324","202.85124324","202.85124324","932489.5","932479","932494","391.1704918599999","391.1704918599999","391.1704918599999"
"465920","939198.5","939188","939203","390.72681826","390.72681826","390.72681826","939198.5","939188","939203","221.5866309399999","221.58663093999996","221.58663093999996","939198.5","939188","939203","405.93013110000004","405.9301311000001","405.9301311000001"
"469248","945906.5","945896","945911","392.80505185","392.80505185000004","392.80505185000004","945906.5","945896","945911","213.67382001000004","213.67382001000001","213.67382001000001","945906.5","945896","945911","409.20040866000005","409.20040866000005","409.20040866000005"
"472576","952615.5","952605","952620","409.82493518","409.82493518","409.82493518","952615.5","952605","952620","223.21722641999992","223.21722641999997","223.21722641999997","952615.5","952605","952620","389.04646264999997","389.04646264999997","389.04646264999997"
"475904","959324.5","959314","959329","423.5782197600001","423.5782197600001","423.5782197600001","959324.5","959314","959329","223.49903121000006","223.49903121000003","223.49903121000003","959324.5","959314","959329","375.1181930900001","375.11819309000003","375.11819309000003"
"479232","966032.5","966022","966037","420.01533766000006","420.01533766","420.01533766","966032.5","966022","966037","216.48074153","216.48074153000002","216.48074153000002","966032.5","966022","966037","376.10556206","376.10556206","376.10556206"
"482560","972741.5","972731","972746","397.36741023","397.36741022999996","397.36741022999996","972741.5","972731","972746","238.33592406999998","238.33592407","238.33592407","972741.5","972731","972746","404.5700805299999","404.57008053","404.57008053"
"485888","979449.5","979439","979454","390.79614767","390.79614767","390.79614767","979449.5","979439","979454","241.5422683000001","241.54226830000005","241.54226830000005","979449.5","979439","979454","413.15459913999996","413.15459914","413.15459914"
"489216","986158.5","986148","986163","390.97076848","390.97076847999995","390.97076847999995","986158.5","986148","986163","254.36972406","254.36972406000004","254.36972406000004","986158.5","986148","986163","429.1372381","429.1372380999999","429.1372380999999"
"492544","992867.5","992857","992872","423.46644461000005","423.46644461000005","423.46644461000005","992867.5","992857","992872","209.35083487","209.35083487","209.35083487","992867.5","992857","992872","410.34566077000005","410.3456607700001","410.3456607700001"
"495872","999575.5","999565","999580","415.1884034599999","415.18840345999996","415.18840345999996","999575.5","999565","999580","179.36012632999999","179.36012632999999","179.36012632999999","999575.5","999565","999580","417.84661322999995","417.84661322999995","417.84661322999995"
"499200","1006284.5","1006274","1006289","399.15743202","399.15743202","399.15743202","1006284.5","1006274","1006289","179.5375854","179.5375854","179.5375854","1006284.5","1006274","1006289","414.1881976599999","414.18819766","414.18819766"
"502528","1012993.5","1012983","1012998","394.3937451699999","394.3937451699999","394.3937451699999","1012993.5","1012983","1012998","200.39797987000003","200.39797987000006","200.39797987000006","1012993.5","1012983","1012998","421.13276111000005","421.13276111000005","421.13276111000005"
"505856","1019701.5","1019691","1019706","387.35698614","387.35698613999995","387.35698613999995","1019701.5","1019691","1019706","217.67248319000004","217.67248319","217.67248319","1019701.5","1019691","1019706","423.4732734600001","423.47327346","423.47327346"
"509184","1026410.5","1026400","1026415","395.5712826499999","395.57128264999994","395.57128264999994","1026410.5","1026400","1026415","225.66088096000001","225.66088096000004","225.66088096000004","1026410.5","1026400","1026415","407.56873158","407.56873158","407.56873158"
"512512","1033118.5","1033108","1033123","406.86095943999993","406.86095943999993","406.86095943999993","1033118.5","1033108","1033123","236.90955323999995","236.90955323999995","236.90955323999995","1033118.5","1033108","1033123","402.0541739700001","402.05417397","402.05417397"
"515840","1039827.5","1039817","1039832","415.93112596","415.93112596","415.93112596","1039827.5","1039817","1039832","250.25959866","250.25959866000002","250.25959866000002","1039827.5","1039817","1039832","401.58463113000005","401.58463113","401.58463113"
"519168","1046536.5","1046526","1046541","438.2406434599999","438.24064346","438.24064346","1046536.5","1046526","1046541","228.63339051999998","228.63339052","228.63339052","1046536.5","1046526","1046541","425.34733829000004","425.34733829","425.34733829"
"522496","1053244.5","1053234","1053249","424.26188512","424.26188512","424.26188512","1053244.5","1053234","1053249","203.92018294999997","203.92018294999994","203.92018294999994","1053244.5","1053234","1053249","431.41247043000016","431.4124704300001","431.4124704300001"
"525824","1059953.5","1059943","1059958","412.8661118199999","412.86611182","412.86611182","1059953.5","1059943","1059958","205.18086249","205.18086249","205.18086249","1059953.5","1059943","1059958","421.5395838200001","421.53958381999996","421.53958381999996"
"529152","1066661.5","1066651","1066666","369.65529958","369.65529958","369.65529958","1066661.5","1066651","1066666","210.53819200999993","210.53819201","210.53819201","1066661.5","1066651","1066666","398.06784432999996","398.06784433","398.06784433"
"532480","1073370.5","1073360","1073375","338.94254637","338.94254637","338.94254637","1073370.5","1073360","1073375","216.36395310000006","216.36395310000003","216.36395310000003","1073370.5","1073360","1073375","363.34975634999995","363.34975634999995","363.34975634999995"
"535808","1080079.5","1080069","1080084","348.53003647","348.53003646999997","348.53003646999997","1080079.5","1080069","1080084","230.96273823999996","230.96273824000002","230.96273824000002","1080079.5","1080069","1080084","387.8063225300001","387.80632253000005","387.80632253000005"
"539136","1086787.5","1086777","1086792","372.97724453999996","372.97724454","372.97724454","1086787.5","1086777","1086792","233.79324077000004","233.79324077000004","233.79324077000004","1086787.5","1086777","1086792","391.73105282","391.73105281999995","391.73105281999995"
"542464","1093496.5","1093486","1093501","406.58096863999987","406.5809686399999","406.5809686399999","1093496.5","1093486","1093501","234.17259087000002","234.17259087000002","234.17259087000002","1093496.5","1093486","1093501","426.90181303","426.90181302999997","426.90181302999997"
"545792","1100205.5","1100195","1100210","406.46529275000006","406.46529275","406.46529275","1100205.5","1100195","1100210","217.93297994999995","217.93297994999998","217.93297994999998","1100205.5","1100195","1100210","412.20108952999993","412.2010895299999","412.2010895299999"
"549120","1106913.5","1106903","1106918","419.51367127","419.51367127","419.51367127","1106913.5","1106903","1106918","207.96493342999997","207.96493342999997","207.96493342999997","1106913.5","1106903","1106918","400.59402127","400.59402127","400.59402127"
"552448","1113622.5","1113612","1113627","436.7444238899999","436.74442389","436.74442389","1113622.5","1113612","1113627","208.35800978999993","208.35800978999995","208.35800978999995","1113622.5","1113612","1113627","388.68723699000014","388.6872369900001","388.6872369900001"
"555776","1120330.5","1120320","1120335","451.9656443","451.96564430000006","451.96564430000006","1120330.5","1120320","1120335","191.80786407999997","191.80786408","191.80786408","1120330.5","1120320","1120335","392.06137906000004","392.06137906000004","392.06137906000004"
"559104","1127039.5","1127029","1127044","429.42167747999986","429.4216774799999","429.4216774799999","1127039.5","1127029","1127044","202.16908297999998","202.16908297999998","202.16908297999998","1127039.5","1127029","1127044","413.23753148000003","413.23753148","413.23753148"
"562432","1133748.5","1133738","1133753","389.2968303100001","389.2968303100001","389.2968303100001","1133748.5","1133738","1133753","203.94097973","203.94097973000004","203.94097973000004","1133748.5","1133738","1133753","426.27019036999997","426.27019036999997","426.27019036999997"
"565760","1140456.5","1140446","1140461","393.26834950999995","393.26834950999995","393.26834950999995","1140456.5","1140446","1140461","216.67667999000008","216.67667999000003","216.67667999000003","1140456.5","1140446","1140461","427.20973555000006","427.20973555000006","427.20973555000006"
"569088","1147165.5","1147155","1147170","400.48516027","400.48516027","400.48516027","1147165.5","1147155","1147170","214.40849645000003","214.40849645000003","214.40849645000003","1147165.5","1147155","1147170","428.1857636100002","428.18576361000015","428.18576361000015"
"572416","1153873.5","1153863","1153878","408.71179832999997","408.71179832999997","408.71179832999997","1153873.5","1153863","1153878","218.87117714999997","218.87117714999994","218.87117714999994","1153873.5","1153863","1153878","420.2549923299999","420.25499232999994","420.25499232999994"
"575744","1160582.5","1160572","1160587","395.71501063999995","395.71501063999995","395.71501063999995","1160582.5","1160572","1160587","229.59900012000003","229.59900012000003","229.59900012000003","1160582.5","1160572","1160587","417.07962589999994","417.07962589999994","417.07962589999994"
"579072","1167291.5","1167281","1167296","415.47249013000004","415.47249013","415.47249013","1167291.5","1167281","1167296","228.33333427000002","228.33333427000002","228.33333427000002","1167291.5","1167281","1167296","398.90281709999994","398.90281709999994","398.90281709999994"
"582400","1173999.5","1173989","1174004","410.4484226899999","410.4484226899999","410.4484226899999","1173999.5","1173989","1174004","223.34198797000002","223.34198797000002","223.34198797000002","1173999.5","1173989","1174004","399.36463912000005","399.36463912000005","399.36463912000005"
"585728","1180708.5","1180698","1180713","411.83790573","411.83790573000005","411.83790573000005","1180708.5","1180698","1180713","219.81782911999994","219.81782911999994","219.81782911999994","1180708.5","1180698","1180713","405.3887841199999","405.38878411999997","405.38878411999997"
"589056","1187417.5","1187407","1187422","395.92167918999996","395.92167919","395.92167919","1187417.5","1187407","1187422","221.86995983","221.86995983","221.86995983","1187417.5","1187407","1187422","422.14075099","422.14075099","422.14075099"
"592384","1194125.5","1194115","1194130","394.77200505999997","394.7720050599999","394.7720050599999","1194125.5","1194115","1194130","226.41389922999994","226.41389922999994","226.41389922999994","1194125.5","1194115","1194130","423.65491416","423.6549141600001","423.6549141600001"
"595712","1200834.5","1200824","1200839","405.0390986499999","405.0390986499999","405.0390986499999","1200834.5","1200824","1200839","231.95696935","231.95696935","231.95696935","1200834.5","1200824","1200839","414.97063234","414.97063234","414.97063234"
"599040","1207542.5","1207532","1207547","424.41074379000014","424.41074379000014","424.41074379000014","1207542.5","1207532","1207547","222.41795301000002","222.41795301000002","222.41795301000002","1207542.5","1207532","1207547","418.58532083","418.58532083","418.58532083"
"602368","1214251.5","1214241","1214256","432.86880122","432.86880122","432.86880122","1214251.5","1214241","1214256","221.48785528999997","221.48785528999997","221.48785528999997","1214251.5","1214241","1214256","411.12077051","411.12077050999994","411.12077050999994"
"605696","1220960.5","1220950","1220965","412.21484565000003","412.2148456500001","412.2148456500001","1220960.5","1220950","1220965","220.0838015","220.08380150000002","220.08380150000002","1220960.5","1220950","1220965","401.6771370000001","401.677137","401.677137"
"609024","1227668.5","1227658","1227673","361.97859385999993","361.97859386","361.97859386","1227668.5","1227658","1227673","223.14234477000008","223.14234477000005","223.14234477000005","1227668.5","1227658","1227673","389.95353275000014","389.9535327500001","389.9535327500001"
"612352","1234377.5","1234367","1234382","352.23393935999997","352.2339393599999","352.2339393599999","1234377.5","1234367","1234382","218.35770071999994","218.35770071999997","218.35770071999997","1234377.5","1234367","1234382","397.57828582999997","397.57828583","397.57828583"
"615680","1241085.5","1241075","1241090","355.57649201999993","355.57649201999993","355.57649201999993","1241085.5","1241075","1241090","219.29987534","219.29987534000003","219.29987534000003","1241085.5","1241075","1241090","415.68986761","415.68986761","415.68986761"
"619008","1247794.5","1247784","1247799","397.6781853500001","397.67818535000004","397.67818535000004","1247794.5","1247784","1247799","229.70460701","229.70460701","229.70460701","1247794.5","1247784","1247799","414.3037821400002","414.3037821400001","414.3037821400001"
"622336","1254503.5","1254493","1254508","388.91683594","388.91683594","388.91683594","1254503.5","1254493","1254508","239.24235047","239.24235047","239.24235047","1254503.5","1254493","1254508","413.99201532","413.99201532","413.99201532"
"625664","1261211.5","1261201","1261216","398.43047924999996","398.43047924999996","398.43047924999996","1261211.5","1261201","1261216","219.84954931","219.84954931000004","219.84954931000004","1261211.5","1261201","1261216","391.97124359000003","391.97124359000003","391.97124359000003"
"628992","1267920.5","1267910","1267925","380.75645970000005","380.75645970000005","380.75645970000005","1267920.5","1267910","1267925","225.40687316000003","225.40687316000003","225.40687316000003","1267920.5","1267910","1267925","396.90163237000013","396.9016323700001","396.9016323700001"
"632320","1274629.5","1274619","1274634","379.77751495999985","379.7775149599999","379.7775149599999","1274629.5","1274619","1274634","200.15804295","200.15804295","200.15804295","1274629.5","1274619","1274634","385.27296952999995","385.27296952999995","385.27296952999995"
"635648","1281337.5","1281327","1281342","361.1433574100001","361.14335741","361.14335741","1281337.5","1281327","1281342","203.989022","203.989022","203.989022","1281337.5","1281327","1281342","396.38984916999993","396.38984916999993","396.38984916999993"
"638976","1288046.5","1288036","1288051","374.44174448999996","374.4417444899999","374.4417444899999","1288046.5","1288036","1288051","186.05772354999996","186.05772354999996","186.05772354999996","1288046.5","1288036","1288051","396.84099728999985","396.84099728999985","396.84099728999985"
"642304","1294754.5","1294744","1294759","387.75542989999997","387.7554299","387.7554299","1294754.5","1294744","1294759","189.61736459000002","189.61736459","189.61736459","1294754.5","1294744","1294759","418.58415241999995","418.58415241999995","418.58415241999995"
"645632","1301463.5","1301453","1301468","391.18399796999995","391.18399797","391.18399797","1301463.5","1301453","1301468","202.78942923999992","202.78942923999995","202.78942923999995","1301463.5","1301453","1301468","414.64604892","414.64604892000006","414.64604892000006"
"648960","1308172.5","1308162","1308177","400.15123266999996","400.15123267","400.15123267","1308172.5","1308162","1308177","199.11861103999996","199.11861104","199.11861104","1308172.5","1308162","1308177","430.01496966","430.01496965999996","430.01496965999996"
"652288","1314880.5","1314870","1314885","387.2128425","387.21284249999997","387.21284249999997","1314880.5","1314870","1314885","202.86968935000002","202.86968935000002","202.86968935000002","1314880.5","1314870","1314885","411.76494921999995","411.76494922","411.76494922"
"655616","1321589.5","1321579","1321594","410.72348285","410.72348285","410.72348285","1321589.5","1321579","1321594","201.21485495999994","201.21485495999997","201.21485495999997","1321589.5","1321579","1321594","404.2602936200001","404.2602936200001","404.2602936200001"
"658944","1328298.5","1328288","1328303","411.4602178999999","411.4602179","411.4602179","1328298.5","1328288","1328303","209.23402536999998","209.23402537","209.23402537","1328298.5","1328288","1328303","392.67081312999983","392.6708131299999","392.6708131299999"
"662272","1335006.5","1334996","1335011","425.77428642999996","425.7742864300001","425.7742864300001","1335006.5","1334996","1335011","225.2482346299999","225.24823462999996","225.24823462999996","1335006.5","1334996","1335011","395.1044662499999","395.10446625","395.10446625"
"665600","1341715.5","1341705","1341720","420.41106936999995","420.41106936999995","420.41106936999995","1341715.5","1341705","1341720","223.50597123000006","223.50597123000003","223.50597123000003","1341715.5","1341705","1341720","408.62925199999995","408.62925199999995","408.62925199999995"
"668928","1348423.5","1348413","1348428","411.0265770300001","411.02657703","411.02657703","1348423.5","1348413","1348428","212.63637953999998","212.63637953999995","212.63637953999995","1348423.5","1348413","1348428","413.12748099000004","413.12748099000004","413.12748099000004"
"672256","1355132.5","1355122","1355137","408.74510411999995","408.74510411999995","408.74510411999995","1355132.5","1355122","1355137","194.77763926000006","194.77763926000003","194.77763926000003","1355132.5","1355122","1355137","424.0350730800001","424.0350730800001","424.0350730800001"
"675584","1361841.5","1361831","1361846","406.95583174000006","406.95583174","406.95583174","1361841.5","1361831","1361846","195.44759388999998","195.44759388999995","195.44759388999995","1361841.5","1361831","1361846","416.48624414","416.48624414","416.48624414"
"678912","1368549.5","1368539","1368554","428.57854009000005","428.5785400900001","428.5785400900001","1368549.5","1368539","1368554","199.14429617","199.14429617","199.14429617","1368549.5","1368539","1368554","406.4011834900001","406.40118349000005","406.40118349000005"
"682240","1375258.5","1375248","1375263","426.69875134999995","426.69875135","426.69875135","1375258.5","1375248","1375263","214.36388457","214.36388457000004","214.36388457000004","1375258.5","1375248","1375263","429.07892224","429.07892224000005","429.07892224000005"
"685568","1381966.5","1381956","1381971","432.6903924499999","432.69039244999993","432.69039244999993","1381966.5","1381956","1381971","212.30140326999987","212.30140326999992","212.30140326999992","1381966.5","1381956","1381971","423.96580267999985","423.9658026799999","423.9658026799999"
"688896","1388675.5","1388665","1388680","411.54829067","411.54829067","411.54829067","1388675.5","1388665","1388680","209.40740205999992","209.40740205999995","209.40740205999995","1388675.5","1388665","1388680","427.9424920700002","427.94249207000007","427.94249207000007"
"692224","1395384.5","1395374","1395389","394.2823202999999","394.2823203","394.2823203","1395384.5","1395374","1395389","210.15358304999998","210.15358304999998","210.15358304999998","1395384.5","1395374","1395389","402.4172680500001","402.4172680500001","402.4172680500001"
"695552","1402092.5","1402082","1402097","379.17027426","379.1702742599999","379.1702742599999","1402092.5","1402082","1402097","211.10786924000007","211.10786924","211.10786924","1402092.5","1402082","1402097","419.5986223199999","419.59862232","419.59862232"
"698880","1408801.5","1408791","1408806","363.28823731999995","363.2882373199999","363.2882373199999","1408801.5","1408791","1408806","213.00136326000003","213.00136326","213.00136326","1408801.5","1408791","1408806","403.33001918999986","403.33001918999986","403.33001918999986"
"702208","1415510.5","1415500","1415515","387.1910241","387.19102409999994","387.19102409999994","1415510.5","1415500","1415515","196.53343275","196.53343275","196.53343275","1415510.5","1415500","1415515","393.89633519000006","393.89633519","393.89633519"
"705536","1422218.5","1422208","1422223","393.97355667999994","393.97355667999994","393.97355667999994","1422218.5","1422208","1422223","202.66688506000003","202.66688506000003","202.66688506000003","1422218.5","1422208","1422223","375.61011286999997","375.61011286999997","375.61011286999997"
"708864","1428927.5","1428917","1428932","420.15038591999985","420.1503859199999","420.1503859199999","1428927.5","1428917","1428932","206.03535043000005","206.03535043","206.03535043","1428927.5","1428917","1428932","392.41219108","392.41219108000007","392.41219108000007"
"712192","1435635.5","1435625","1435640","399.80060908","399.80060908","399.80060908","1435635.5","1435625","1435640","214.75437341","214.75437341","214.75437341","1435635.5","1435625","1435640","418.55311888999995","418.55311888999995","418.55311888999995"
"715520","1442344.5","1442334","1442349","412.10432640000005","412.10432640000005","412.10432640000005","1442344.5","1442334","1442349","215.36142333999993","215.36142333999996","215.36142333999996","1442344.5","1442334","1442349","414.07404736","414.07404736000007","414.07404736000007"
"718848","1449053.5","1449043","1449058","369.26298007","369.26298006999997","369.26298006999997","1449053.5","1449043","1449058","211.88560272","211.88560272000004","211.88560272000004","1449053.5","1449043","1449058","418.67278256000003","418.67278256","418.67278256"
"722176","1455761.5","1455751","1455766","386.27022772999993","386.2702277299999","386.2702277299999","1455761.5","1455751","1455766","216.66597234000002","216.66597234","216.66597234","1455761.5","1455751","1455766","409.85573531","409.85573531","409.85573531"
"725504","1462470.5","1462460","1462475","384.37876801999994","384.37876802","384.37876802","1462470.5","1462460","1462475","197.63157945000006","197.63157945000003","197.63157945000003","1462470.5","1462460","1462475","414.52234967000004","414.52234967000004","414.52234967000004"
"728832","1469178.5","1469168","1469183","398.04802161","398.04802161","398.04802161","1469178.5","1469168","1469183","215.27433150000002","215.27433150000002","215.27433150000002","1469178.5","1469168","1469183","389.6834672","389.6834672","389.6834672"
"732160","1475887.5","1475877","1475892","400.60064449999993","400.6006445","400.6006445","1475887.5","1475877","1475892","215.29173107999992","215.29173107999998","215.29173107999998","1475887.5","1475877","1475892","397.10415315","397.10415315","397.10415315"
"735488","1482596.5","1482586","1482601","406.54674589","406.54674589","406.54674589","1482596.5","1482586","1482601","238.17365066","238.17365066","238.17365066","1482596.5","1482586","1482601","409.6089804399999","409.6089804399999","409.6089804399999"
"738816","1489304.5","1489294","1489309","428.03599769","428.03599769","428.03599769","1489304.5","1489294","1489309","235.35228173000002","235.35228173000004","235.35228173000004","1489304.5","1489294","1489309","432.10973930999995","432.10973931","432.10973931"
"742144","1496013.5","1496003","1496018","397.99983371","397.99983370999996","397.99983370999996","1496013.5","1496003","1496018","216.11992781","216.11992780999998","216.11992780999998","1496013.5","1496003","1496018","407.4180719","407.4180718999999","407.4180718999999"
"745472","1502722.5","1502712","1502727","373.10817737","373.10817737","373.10817737","1502722.5","1502712","1502727","212.96040210000004","212.96040210000004","212.96040210000004","1502722.5","1502712","1502727","395.9143632099999","395.9143632099999","395.9143632099999"
"748800","1509430.5","1509420","1509435","343.53670956","343.53670956","343.53670956","1509430.5","1509420","1509435","201.31983330999995","201.31983330999995","201.31983330999995","1509430.5","1509420","1509435","398.77849432","398.77849432000005","398.77849432000005"
"752128","1516139.5","1516129","1516144","373.2377021600001","373.23770216000014","373.23770216000014","1516139.5","1516129","1516144","217.07027437000008","217.07027437000005","217.07027437000005","1516139.5","1516129","1516144","404.81773221","404.81773221","404.81773221"
"755456","1522847.5","1522837","1522852","398.34333296000017","398.3433329600001","398.3433329600001","1522847.5","1522837","1522852","195.86314894999998","195.86314894999998","195.86314894999998","1522847.5","1522837","1522852","397.35005662000003","397.35005662000003","397.35005662000003"
"758784","1529556.5","1529546","1529561","392.63464627999997","392.63464627999997","392.63464627999997","1529556.5","1529546","1529561","213.36411952","213.36411951999997","213.36411951999997","1529556.5","1529546","1529561","396.97913267000007","396.97913267","396.97913267"
"762112","1536265.5","1536255","1536270","353.13594946","353.13594945999995","353.13594945999995","1536265.5","1536255","1536270","195.64768388","195.64768388000002","195.64768388000002","1536265.5","1536255","1536270","400.98087498","400.98087498","400.98087498"
"765440","1542973.5","1542963","1542978","336.4718625499999","336.4718625499999","336.4718625499999","1542973.5","1542963","1542978","227.61413650000006","227.61413650000003","227.61413650000003","1542973.5","1542963","1542978","415.40578578","415.40578578000003","415.40578578000003"
"768768","1549682.5","1549672","1549687","341.32697096","341.32697096","341.32697096","1549682.5","1549672","1549687","210.81374518000004","210.81374518","210.81374518","1549682.5","1549672","1549687","427.4307135600001","427.43071355999996","427.43071355999996"
"772096","1556390.5","1556380","1556395","373.93667753999995","373.93667753999995","373.93667753999995","1556390.5","1556380","1556395","239.30512896999997","239.30512896999997","239.30512896999997","1556390.5","1556380","1556395","411.1647991199999","411.16479912","411.16479912"
"775424","1563099.5","1563089","1563104","369.00832289999994","369.00832289999994","369.00832289999994","1563099.5","1563089","1563104","216.01034876","216.01034876000003","216.01034876000003","1563099.5","1563089","1563104","395.62527632999996","395.62527632999996","395.62527632999996"
"778752","1569808.5","1569798","1569813","402.0107763799999","402.0107763799999","402.0107763799999","1569808.5","1569798","1569813","212.40167608999994","212.40167608999997","212.40167608999997","1569808.5","1569798","1569813","384.77579410999994","384.77579411","384.77579411"
"782080","1576516.5","1576506","1576521","379.3287426000001","379.32874260000006","379.32874260000006","1576516.5","1576506","1576521","214.52851917","214.52851917","214.52851917","1576516.5","1576506","1576521","400.4435705799999","400.4435705799999","400.4435705799999"
"785408","1583225.5","1583215","1583230","390.8462756899999","390.84627568999997","390.84627568999997","1583225.5","1583215","1583230","211.03975682000004","211.03975681999998","211.03975681999998","1583225.5","1583215","1583230","404.4796744300001","404.4796744300001","404.4796744300001"
"788736","1589934.5","1589924","1589939","376.58817962999996","376.58817962999996","376.58817962999996","1589934.5","1589924","1589939","211.11406639000003","211.11406639000003","211.11406639000003","1589934.5","1589924","1589939","387.7517424799999","387.7517424799999","387.7517424799999"
"792064","1596642.5","1596632","1596647","418.37411005000007","418.37411005","418.37411005","1596642.5","1596632","1596647","191.76419721999997","191.76419722","191.76419722","1596642.5","1596632","1596647","399.64618281999986","399.64618281999986","399.64618281999986"
"795392","1603351.5","1603341","1603356","419.44368587","419.44368587","419.44368587","1603351.5","1603341","1603356","207.84043143999995","207.84043143999995","207.84043143999995","1603351.5","1603341","1603356","395.0775888899999","395.07758888999996","395.07758888999996"
"798720","1610059.5","1610049","1610064","413.2698912300001","413.26989123000004","413.26989123000004","1610059.5","1610049","1610064","225.79923707999998","225.79923707999995","225.79923707999995","1610059.5","1610049","1610064","415.18203146","415.18203146","415.18203146"
"802048","1616768.5","1616758","1616773","384.2046199299999","384.20461993","384.20461993","1616768.5","1616758","1616773","235.26970406000004","235.26970405999998","235.26970405999998","1616768.5","1616758","1616773","405.75093167","405.75093167","405.75093167"
"805376","1623477.5","1623467","1623482","369.9231912800001","369.9231912800001","369.9231912800001","1623477.5","1623467","1623482","225.5550555999999","225.55505559999995","225.55505559999995","1623477.5","1623467","1623482","417.3543478699999","417.35434786999997","417.35434786999997"
"808704","1630185.5","1630175","1630190","374.6934875800001","374.69348758000007","374.69348758000007","1630185.5","1630175","1630190","207.14559899000002","207.14559899","207.14559899","1630185.5","1630175","1630190","418.44816248","418.44816248","418.44816248"
"812032","1636894.5","1636884","1636899","385.98591013","385.98591013000004","385.98591013000004","1636894.5","1636884","1636899","205.07109815000007","205.07109815","205.07109815","1636894.5","1636884","1636899","418.12940943999996","418.12940943999996","418.12940943999996"
